Disease,Protein
D114500,P16444
D114500,Q9UNH5
D114500,Q05932
D114500,Q8IYB4
D114500,Q06710
D114500,Q8N3A8
D114500,Q9Y6Q1
D114500,O15287
D114500,Q13228
D114500,P01562
D114500,P45973
D114500,Q96KN9
D114500,Q9UQ05
D114500,O00400
D114500,P09486
D114500,Q9NVD3
D114500,P50549
D114500,P15056
D114500,Q16878
D114500,P08253
D114500,P01106
D114500,O75444
D114500,Q9H596
D114500,Q96ID5
D114500,P23443
D114500,Q3MIT2
D114500,Q02641
D114500,Q5VWI1
D114500,Q13885
D114500,Q9UNQ0
D114500,Q9Y458
D114500,P40189
D114500,Q9UHK6
D114500,P15529
D114500,Q49A92
D114500,Q9H190
D114500,P10145
D114500,Q9BRK5
D114500,Q59H18
D114500,P16519
D114500,P45844
D114500,P25106
D114500,O75874
D114500,Q15485
D114500,Q5VZB9
D114500,Q9Y3F4
D114500,P01116
D114500,Q8N0W4
D114500,P10826
D114500,P11509
D114500,Q15139
D114500,P29320
D114500,Q12901
D114500,Q92959
D114500,P33402
D114500,Q6P9F0
D114500,Q8TE58
D114500,O60218
D114500,Q02643
D114500,Q9UQ84
D114500,P49281
D114500,O14645
D114500,Q9NXF8
D114500,O15239
D114500,Q96AJ9
D114500,Q9NPY3
D114500,P51148
D114500,P21266
D114500,Q9NVM9
D114500,Q96QV1
D114500,P28288
D114500,P01563
D114500,Q13609
D114500,P01344
D114500,Q9BYU1
D114500,P21980
D114500,P05771
D114500,P13727
D114500,P10412
D114500,P31350
D114500,P30154
D114500,Q9UBB6
D114500,Q15382
D114500,Q8N812
D114500,P43694
D114500,Q8WYR1
D114500,Q9UIJ5
D114500,P62195
D114500,P0DMS8
D114500,O14929
D114500,P60410
D114500,Q6UX39
D114500,P04637
D114500,Q9HAV0
D114500,Q5VTD9
D114500,O14775
D114500,Q9BRR0
D114500,Q86UE4
D114500,Q12889
D114500,Q6T310
D114500,P49593
D114500,P30279
D114500,P36894
D114500,Q9NY74
D114500,Q6FHJ7
D114500,P05408
D114500,P47887
D114500,O43281
D114500,P49916
D114500,Q92820
D114500,Q8IYF1
D114500,Q9UBJ2
D114500,Q8WXH2
D114500,P24347
D114500,P17038
D114500,Q16134
D114500,P13051
D114500,Q8IZD6
D114500,O60477
D114500,Q03252
D114500,Q92994
D114500,O76039
D114500,Q96E52
D114500,O95864
D114500,P00403
D114500,P35367
D114500,Q9H4D0
D114500,P02786
D114500,Q92888
D114500,O60488
D114500,O75473
D114500,Q12860
D114500,Q53TS8
D114500,P58004
D114500,Q99879
D114500,Q96MR9
D114500,Q7Z3I7
D114500,O75593
D114500,O15105
D114500,Q8N2U9
D114500,O94892
D114500,Q8TCD5
D114500,P12830
D114500,Q93098
D114500,Q9BWX5
D114500,P12931
D114500,Q15796
D114500,P33151
D114500,P07225
D114500,P03956
D114500,P43490
D114500,Q5GFL6
D114500,Q8IUC4
D114500,P08579
D114500,P35638
D114500,Q96A65
D114500,P11926
D114500,O00204
D114500,Q15391
D114500,O00206
D114500,Q8NG04
D114500,Q8N474
D114500,Q9BR76
D114500,Q9ULB5
D114500,Q15831
D114500,Q96S42
D114500,Q6DKJ4
D114500,Q9ULW0
D114500,O60603
D114500,Q8N9W6
D114500,P31749
D114500,Q9NRK6
D114500,Q12967
D114500,P04183
D114500,Q9GZZ0
D114500,Q9Y5W5
D114500,O96017
D114500,Q8NHY0
D114500,P57729
D114500,Q14693
D114500,P11172
D114500,Q8N807
D114500,Q9Y4R7
D114500,P39748
D114500,Q96AA8
D114500,Q8IYH5
D114500,Q92832
D114500,Q92783
D114500,Q9UBK8
D114500,Q92796
D114500,Q8WU66
D114500,Q6ZMD2
D114500,Q86Y37
D114500,P19113
D114500,Q9Y573
D114500,Q9UNY5
D114500,P09668
D114500,O76036
D114500,Q96HF1
D114500,O43435
D114500,Q8N6D2
D114500,P58012
D114500,Q9H8Y1
D114500,Q96GM1
D114500,P48146
D114500,Q9UI08
D114500,O00602
D114500,O60565
D114500,Q9UKF5
D114500,Q9UQ03
D114500,P01137
D114500,P39687
D114500,Q9ULV1
D114500,P37231
D114500,Q15027
D114500,P18858
D114500,P22607
D114500,O95834
D114500,P12644
D114500,P36952
D114500,Q9NQU5
D114500,Q92734
D114500,P01375
D114500,P17936
D114500,P55347
D114500,P48307
D114500,Q32MK0
D114500,Q13268
D114500,Q8WUJ1
D114500,P42898
D114500,Q00403
D114500,Q9HC96
D114500,Q15459
D114500,P04406
D114500,Q3SY77
D114500,Q8TDN4
D114500,O60427
D114500,P19971
D114500,Q8N4F0
D114500,Q96EZ8
D114500,Q15375
D114500,O76050
D114500,P07477
D114500,P50749
D114500,O75952
D114500,Q13064
D114500,P46937
D114500,Q9UJU2
D114500,O43424
D114500,P03901
D114500,Q8WYN3
D114500,Q99572
D114500,P46721
D114500,Q92932
D114500,O95803
D114500,Q96KW9
D114500,P20062
D114500,Q8NAP8
D114500,O75888
D114500,P12838
D114500,Q13247
D114500,Q9UJT2
D114500,Q8NBU5
D114500,P18074
D114500,Q9ULK0
D114500,Q9UIF7
D114500,Q8WV37
D114500,P47974
D114500,P05177
D114500,O43490
D114500,P22695
D114500,Q9Y5X2
D114500,Q92633
D114500,Q14956
D114500,Q16322
D114500,Q5MCW4
D114500,P27797
D114500,Q9H4T2
D114500,Q9NYP3
D114500,Q9H8L6
D114500,P01111
D114500,Q9NS39
D114500,Q7RTS6
D114500,Q8IXK2
D114500,P36969
D114500,P40692
D114500,O75891
D114500,Q9NWK9
D114500,Q9H3D4
D114500,Q9ULC5
D114500,P21926
D114500,Q9ULZ3
D114500,Q96MZ0
D114500,Q9Y282
D114500,P00374
D114500,Q92838
D114500,P09874
D114500,Q9BPZ3
D114500,Q96PB8
D114500,P00395
D114500,Q9H3V2
D114500,Q99808
D114500,Q9C0K0
D114500,Q8NA54
D114500,P84022
D114500,Q969H0
D114500,P51170
D114500,Q86Y46
D114500,Q6E0U4
D114500,Q969M1
D114500,Q9H7R0
D114500,Q13643
D114500,Q15773
D114500,P52790
D114500,P28356
D114500,Q13003
D114500,P10915
D114500,Q06547
D114500,P51168
D114500,O14498
D114500,Q567U6
D114500,Q9Y286
D114500,Q9P2J8
D114500,Q13363
D114500,Q8IVL8
D114500,Q8TC76
D114500,Q13263
D114500,P36897
D114500,Q969F9
D114500,O15392
D114500,Q8NDQ6
D114500,Q8NFG4
D114500,P23109
D114500,Q9BPX3
D114500,O60828
D114500,P53814
D114500,Q9BUG6
D114500,Q96A00
D114500,Q9H013
D114500,Q9H6B1
D114500,P05091
D114500,Q92731
D114500,O95897
D114500,Q6UB35
D114500,P25787
D114500,A1E959
D114500,Q1L5Z9
D114500,O15372
D114500,Q9NVE7
D114500,O14678
D114500,Q9UJX5
D114500,Q9NYF0
D114500,Q9NPD5
D114500,Q06455
D114500,Q68DV7
D114500,Q9Y6Y9
D114500,Q5U3C3
D114500,P31274
D114500,Q86UX6
D114500,P15559
D114500,Q8IZW8
D114500,Q8NAX2
D114500,O75969
D114500,Q9UK17
D114500,Q9H3H5
D114500,Q02878
D114500,Q8TB52
D114500,Q9NP58
D114500,P60981
D114500,Q9UPW6
D114500,O43257
D114500,P16870
D114500,Q86XR5
D114500,Q5T4F7
D114500,Q9UBV4
D114500,Q07011
D114500,Q9UKC9
D114500,Q08289
D114500,Q9H3R5
D114500,Q9BV87
D114500,Q96RJ6
D114500,Q15198
D114500,P05164
D114500,Q13485
D114500,Q9Y2I2
D114500,Q9P253
D114500,Q9UJ99
D114500,Q9BRK4
D114500,P09488
D114500,O14948
D114500,Q9HBX8
D114500,P22059
D114500,O15197
D114500,P36871
D114500,Q8WXA8
D114500,Q15063
D114500,Q9H2A9
D114500,P98175
D114500,P41440
D114500,Q6ZVT0
D114500,P43354
D114500,Q9UNL4
D114500,P21709
D114500,P27540
D114500,Q9Y303
D114500,O75081
D114500,Q8TDY4
D114500,P12643
D114500,P55060
D114500,P04141
D114500,Q8N1G4
D114500,O15305
D114500,Q16555
D114500,Q14790
D114500,Q15762
D114500,P60891
D114500,P10415
D114500,Q96N16
D114500,Q8IVM8
D114500,Q96PU8
D114500,Q9Y5W3
D114500,Q6GPH4
D114500,O14965
D114550,Q86TX2
D114550,P18847
D114550,P10275
D114550,P10244
D114550,P01009
D114550,P07099
D114550,P15531
D114550,O95202
D114550,Q7Z4G4
D114550,P55957
D114550,P43355
D114550,Q9NR00
D114550,Q9UHI8
D114550,O43175
D114550,P35354
D114550,P04180
D114550,Q86X60
D114550,Q06830
D114550,Q9Y5X0
D114550,P25963
D114550,Q13002
D114550,P04179
D114550,Q8WYK2
D114550,Q14691
D114550,P04732
D114550,Q9Y2T1
D114550,Q969D9
D114550,Q03431
D114550,O95343
D114550,P04216
D114550,P14316
D114550,P05161
D114550,O95235
D114550,Q6EMK4
D114550,P26651
D114550,P81172
D114550,Q9BYV7
D114550,P30040
D114550,O14543
D114550,Q14749
D114550,Q9Y5Y0
D114550,Q9Y6Z7
D114550,P04818
D114550,O60543
D114550,Q7L985
D114550,P60484
D114550,P35222
D114550,Q9NYZ3
D114550,Q9Y5A9
D114550,P24385
D114550,P38646
D114550,Q13257
D114550,Q02156
D114550,Q13761
D114550,Q9BXS9
D114550,P48061
D114550,Q8TAT5
D114550,P26439
D114550,P20823
D114550,Q9BXS6
D114550,Q96AG4
D114550,Q92905
D114550,Q8N8U9
D114550,P26583
D114550,P04035
D114550,O95997
D114550,P09919
D114550,O43196
D114550,P15884
D114550,P50591
D114550,P06493
D114550,Q9NVP2
D114550,P23921
D114550,Q96GV9
D114550,Q9NYL5
D114550,P14635
D114550,Q9H7Y0
D114550,Q8WV24
D114550,Q7L590
D114550,Q9H8V3
D114550,Q9HBM1
D114550,P21964
D114550,P01562
D114550,A1Z1Q3
D114550,Q9HBJ8
D114550,Q6Q0C1
D114550,P78543
D114550,P15056
D114550,Q9ULZ1
D114550,P31260
D114550,P08253
D114550,P01106
D114550,P35869
D114550,O95409
D114550,Q9NZI8
D114550,Q96MF2
D114550,Q63ZE4
D114550,Q96LR5
D114550,O75330
D114550,P78539
D114550,P01135
D114550,Q9UEW3
D114550,P10276
D114550,P53539
D114550,P10145
D114550,P29762
D114550,Q96H15
D114550,P09471
D114550,O15405
D114550,Q9NP71
D114550,Q16610
D114550,Q6YN16
D114550,P30101
D114550,O00425
D114550,O75874
D114550,Q9H2X3
D114550,Q13099
D114550,P08243
D114550,Q15485
D114550,P01116
D114550,O00762
D114550,P04181
D114550,Q9P126
D114550,Q8NCD3
D114550,P02795
D114550,P11597
D114550,Q02241
D114550,Q9H967
D114550,O95352
D114550,Q6UXH8
D114550,P00558
D114550,Q92698
D114550,Q99741
D114550,Q8IUK5
D114550,Q53EZ4
D114550,Q04756
D114550,Q16654
D114550,O60218
D114550,Q9UQ84
D114550,Q96DY7
D114550,P02743
D114550,P49281
D114550,Q12834
D114550,Q5T1C6
D114550,Q5EE01
D114550,Q5SW24
D114550,Q9Y5Z4
D114550,O43462
D114550,Q9BQQ7
D114550,P05019
D114550,Q96QV1
D114550,Q13609
D114550,P01344
D114550,P52757
D114550,Q9NZQ7
D114550,P55290
D114550,O75061
D114550,Q5SRH9
D114550,P06400
D114550,O95050
D114550,Q96S65
D114550,P11387
D114550,Q8NBW4
D114550,P31350
D114550,P00734
D114550,P01127
D114550,Q9BW72
D114550,Q8NE35
D114550,Q9UIJ5
D114550,Q9BX97
D114550,P43357
D114550,P52895
D114550,Q9HD64
D114550,P04637
D114550,Q01469
D114550,Q8NI99
D114550,Q13415
D114550,P42224
D114550,Q6UXH9
D114550,Q14680
D114550,P31947
D114550,P49789
D114550,P14618
D114550,Q8NA29
D114550,O60701
D114550,O95715
D114550,P30307
D114550,P01588
D114550,Q99988
D114550,Q8N608
D114550,P16152
D114550,P11245
D114550,P14210
D114550,Q9Y6A5
D114550,P78318
D114550,O15205
D114550,Q6SJ93
D114550,O95750
D114550,O43663
D114550,Q8N371
D114550,P78396
D114550,Q7L2K0
D114550,P30041
D114550,Q6ZQY3
D114550,Q99618
D114550,P18089
D114550,O75636
D114550,P42773
D114550,Q9H4D0
D114550,P29460
D114550,O15327
D114550,O60488
D114550,Q9H6Z9
D114550,P63000
D114550,Q96RI1
D114550,O15169
D114550,Q92523
D114550,P51946
D114550,O00622
D114550,P18283
D114550,Q9BYG7
D114550,P05093
D114550,Q9H6E4
D114550,P10632
D114550,O95237
D114550,Q9BTT6
D114550,Q8WWZ8
D114550,P01100
D114550,P05181
D114550,Q9NSP4
D114550,P03372
D114550,Q9NPD8
D114550,Q14765
D114550,Q86Y91
D114550,P49716
D114550,Q8N726
D114550,P01112
D114550,P37802
D114550,P49450
D114550,O14777
D114550,P05412
D114550,P78337
D114550,Q3SXZ7
D114550,Q9NQC7
D114550,O94921
D114550,P05783
D114550,Q8IVD9
D114550,O00206
D114550,P04733
D114550,Q8N474
D114550,Q9NZF1
D114550,Q15466
D114550,Q53HL2
D114550,P52209
D114550,Q5ZPR3
D114550,Q9Y251
D114550,P00918
D114550,P46527
D114550,Q13868
D114550,O15218
D114550,Q9ULW0
D114550,Q15003
D114550,P40261
D114550,Q01831
D114550,Q9BUB7
D114550,P04183
D114550,Q13522
D114550,P11172
D114550,P07101
D114550,P20813
D114550,P40123
D114550,P33981
D114550,O75496
D114550,Q15645
D114550,P19086
D114550,Q99661
D114550,Q96KN2
D114550,Q9BUP3
D114550,F8WCM5
D114550,P61587
D114550,Q8TF08
D114550,P10636
D114550,Q15004
D114550,Q8NI77
D114550,P05121
D114550,O95229
D114550,P08319
D114550,P01137
D114550,P43360
D114550,Q96KB5
D114550,P37231
D114550,P37268
D114550,P19883
D114550,Q9NZJ0
D114550,Q02928
D114550,Q16384
D114550,Q99798
D114550,O95461
D114550,O94819
D114550,Q8N9L1
D114550,P22352
D114550,Q96FF9
D114550,Q7Z3G6
D114550,Q9H227
D114550,P01375
D114550,Q96BW5
D114550,Q9H3Y6
D114550,P10073
D114550,P48307
D114550,Q07869
D114550,Q9H2S1
D114550,Q96PX1
D114550,Q13112
D114550,P53350
D114550,P14780
D114550,Q96T88
D114550,P04406
D114550,P23025
D114550,P02647
D114550,Q16627
D114550,Q96K78
D114550,Q13309
D114550,Q08050
D114550,P41002
D114550,Q96CJ1
D114550,Q8N4T4
D114550,P09601
D114550,P15104
D114550,Q99640
D114550,P46937
D114550,Q99674
D114550,P51654
D114550,Q7Z572
D114550,Q68BL8
D114550,Q92911
D114550,P07355
D114550,P51608
D114550,O75947
D114550,P31271
D114550,P48163
D114550,P35348
D114550,P02741
D114550,Q13835
D114550,Q86U10
D114550,P24864
D114550,P51812
D114550,Q96BD8
D114550,P13804
D114550,P27918
D114550,Q658N2
D114550,Q15465
D114550,P29622
D114550,P04731
D114550,P09936
D114550,Q5TB30
D114550,Q9Y5Y7
D114550,P04049
D114550,P05177
D114550,Q8N5Z0
D114550,Q71F23
D114550,P29459
D114550,O75604
D114550,O95661
D114550,P55055
D114550,P81605
D114550,P09172
D114550,Q9H040
D114550,P11487
D114550,Q96T25
D114550,P19827
D114550,P09211
D114550,P49736
D114550,Q9NZN3
D114550,P32246
D114550,Q9ULZ3
D114550,P17027
D114550,P35858
D114550,P12004
D114550,Q00266
D114550,Q9H211
D114550,P53805
D114550,P02748
D114550,P51679
D114550,P08034
D114550,P60568
D114550,P27695
D114550,P52799
D114550,P06733
D114550,Q6UWF9
D114550,P16949
D114550,O95067
D114550,A6NLP5
D114550,P04798
D114550,P08620
D114550,Q16236
D114550,P51674
D114550,P28356
D114550,Q8N912
D114550,Q01094
D114550,Q15398
D114550,Q16539
D114550,Q03426
D114550,Q9NUG6
D114550,O14764
D114550,P24387
D114550,Q92597
D114550,P20073
D114550,Q9Y3C1
D114550,P09525
D114550,Q9H0H5
D114550,O15392
D114550,Q9BW19
D114550,Q8WUY9
D114550,Q8NFG4
D114550,O14508
D114550,Q6P1N9
D114550,Q969F0
D114550,Q08188
D114550,Q9BPX3
D114550,Q9NP59
D114550,Q15067
D114550,Q8TE67
D114550,Q8TCS8
D114550,P35232
D114550,P17676
D114550,Q13790
D114550,O15372
D114550,P28906
D114550,Q8IX90
D114550,P09467
D114550,Q15910
D114550,P11021
D114550,Q68BL7
D114550,P05787
D114550,Q29983
D114550,P35611
D114550,P02771
D114550,P0C024
D114550,P49715
D114550,Q92560
D114550,P40763
D114550,O75023
D114550,P07585
D114550,Q9H4H8
D114550,Q8IYA6
D114550,P04792
D114550,P37837
D114550,Q9UBF1
D114550,Q8NA75
D114550,Q9BZ71
D114550,Q9Y242
D114550,P11168
D114550,P10912
D114550,P19320
D114550,Q14994
D114550,O95070
D114550,P32241
D114550,P07339
D114550,Q15198
D114550,P05164
D114550,Q99497
D114550,Q3SYC2
D114550,P02788
D114550,P11161
D114550,P11166
D114550,P18146
D114550,P09488
D114550,P32119
D114550,Q9BZD4
D114550,Q8TDD1
D114550,Q9BXY4
D114550,O15245
D114550,P18510
D114550,Q07817
D114550,Q9NPH3
D114550,Q06033
D114550,Q12815
D114550,Q16762
D114550,O00767
D114550,P51955
D114550,Q9Y279
D114550,P05231
D114550,Q9NYQ3
D114550,Q14651
D114550,A0AVK6
D114550,Q9UK05
D114550,Q96N76
D114550,O43866
D114550,P35558
D114550,P11802
D114550,P06737
D114550,P04141
D114550,P60709
D114550,Q16667
D114550,Q14790
D114550,Q6UXB4
D114550,P10147
D114550,Q9NQ30
D114550,P54840
D114550,O75419
D114550,P62753
D114550,Q9BWF2
D114550,Q96GD4
D114550,O14965
D114550,P25789
D114580,O43918
D115000,P46976
D115000,P41145
D115000,Q9UI47
D115000,Q15842
D115000,Q5FBB7
D115000,P63252
D115000,Q9UK17
D115000,Q13639
D115000,P35354
D115000,O76082
D115000,P20396
D115000,P01019
D115000,P01042
D115000,Q8NE79
D115000,P01185
D115000,Q92731
D115000,Q9H8M5
D115000,Q13522
D115000,P17302
D115000,P41146
D115000,P05305
D115195,P12235
D115195,P45379
D115195,P09493
D115195,P19429
D115195,Q9H1R3
D115195,P10916
D115300,P22735
D115300,P09874
D115300,P02753
D115300,P12644
D115300,Q9HAY6
D115300,O95237
D115645,P26367
D115645,P10827
D115645,Q9UN36
D115645,P02489
D115645,Q3LXA3
D115645,P55344
D115645,Q99697
D115645,Q9ULV5
D115645,P30301
D115645,P07315
D115645,P30838
D115645,P51570
D115645,P08670
D115645,O75845
D115645,O75364
D115645,Q9UG56
D115645,P48165
D115645,P11166
D115645,P07320
D115645,Q13515
D115645,O00400
D115645,P02511
D115645,P53674
D115645,P15121
D115645,Q9UBM7
D115645,P07902
D115645,P22914
D119500,O14896
D121200,O43525
D121200,Q7Z6L0
D121200,P50993
D121200,O43526
D121201,O43525
D121201,Q7Z6L0
D121201,P50993
D121201,O43526
D125310,P00734
D125310,P20292
D125310,P11473
D125310,Q92743
D125310,P00749
D125310,P01303
D125310,P00325
D125310,P69905
D125310,P00750
D125310,P24723
D125320,O14672
D125320,P01213
D125320,Q00059
D125320,O96008
D125320,P06276
D125320,P56817
D125320,P20138
D125320,P27338
D125320,Q9UHI8
D125320,P0DP25
D125320,O43464
D125320,P09874
D125320,Q13519
D125320,P04062
D125320,P04179
D125320,P39905
D125320,O95185
D125320,Q9NZC7
D125320,P06733
D125320,P01308
D125320,P05019
D125320,P22303
D125320,P20711
D125320,P01344
D125320,O94788
D125320,Q6NXT4
D125320,P14735
D125320,P07101
D125320,O00499
D125320,Q05940
D125320,Q30154
D125320,P01034
D125320,P49841
D125320,Q92542
D125320,P00734
D125320,P36544
D125320,Q6GMV3
D125320,O14773
D125320,Q92692
D125320,Q15392
D125320,Q96JQ5
D125320,P10909
D125320,P17787
D125320,P02787
D125320,P23560
D125320,P10636
D125320,Q9P2A4
D125320,P42574
D125320,P00352
D125320,O00264
D125320,O60260
D125320,P05067
D125320,Q6XR72
D125320,P37231
D125320,P25705
D125320,P37840
D125320,P49768
D125320,P14416
D125320,P01138
D125320,Q05655
D125320,Q9NZC2
D125320,Q30201
D125320,P04156
D125320,P01375
D125320,Q7LC44
D125320,Q9NQ75
D125320,P10082
D125320,P42898
D125320,Q99497
D125320,P05164
D125320,P60174
D125320,P41159
D125320,Q13492
D125320,O14556
D125320,P00749
D125320,P49810
D125320,P09601
D125320,P00390
D125320,P06850
D125320,P14672
D125320,Q9BXM7
D125320,Q9Y6A2
D125320,P02649
D125320,P21709
D125320,Q9Y5K6
D125320,O75569
D125320,P15692
D125320,P62760
D125320,P03372
D125320,Q16555
D125320,Q07812
D125320,Q8N0W5
D125320,Q9UKV5
D125320,P05198
D125320,P10415
D125320,P01303
D125320,O14863
D125320,P02654
D125320,P01236
D125320,P13637
D125320,P10635
D125320,P01584
D125700,P01185
D125850,P35680
D125850,P35557
D125850,Q14654
D125850,P20823
D125850,P41235
D125850,P01308
D125850,P52945
D125850,Q9UKG1
D125850,P51451
D125850,O14901
D125850,Q13562
D125851,P35680
D125851,P35557
D125851,Q14654
D125851,P20823
D125851,P01308
D125851,P41235
D125851,P52945
D125851,Q9UKG1
D125851,P51451
D125851,O14901
D125851,Q13562
D125852,P01920
D125852,P00738
D125852,P49279
D125852,P40763
D125852,Q9BZD2
D125852,P08172
D125852,Q9BXI9
D125852,Q9NSA1
D125852,Q9UHD0
D125852,P05231
D125852,P02741
D125852,P01911
D125852,P22301
D125852,P78556
D125852,Q9Y2R2
D125852,P01589
D125852,P01375
D125852,P09668
D125852,P01579
D125852,Q04759
D125852,P04040
D125852,Q07108
D125852,Q8NEV9
D125852,O95831
D125852,Q6UXS9
D125852,Q9UQQ2
D125852,Q9BYV9
D125852,P01308
D125852,P05019
D125852,P80365
D125852,Q9BZS1
D125852,Q8NEA6
D125852,P01909
D125852,Q14654
D125852,P20823
D125852,Q9NYY1
D125852,P35638
D125853,P18847
D125853,P26367
D125853,Q93084
D125853,P69905
D125853,Q93088
D125853,Q9UQ07
D125853,Q14449
D125853,P05362
D125853,Q9Y2Q1
D125853,Q00266
D125853,Q9H8U3
D125853,O75436
D125853,P04179
D125853,Q9NQB0
D125853,P04040
D125853,Q6VAB6
D125853,Q13469
D125853,P24530
D125853,P01308
D125853,P19021
D125853,P19438
D125853,Q14397
D125853,Q96E22
D125853,Q96B42
D125853,P55851
D125853,Q8IWU4
D125853,O76024
D125853,P43304
D125853,Q9UEF7
D125853,Q9HB21
D125853,P07203
D125853,Q9UQF2
D125853,P43220
D125853,P19838
D125853,P05771
D125853,P12955
D125853,Q30154
D125853,Q53HC0
D125853,Q9NSA1
D125853,O14807
D125853,Q8NCU7
D125853,P15907
D125853,P35557
D125853,P01033
D125853,A6NLJ0
D125853,Q96EB6
D125853,Q15008
D125853,P42892
D125853,P41235
D125853,P42574
D125853,Q9Y252
D125853,Q9NP66
D125853,Q9Y6M1
D125853,Q52LR7
D125853,P30279
D125853,P51787
D125853,P06703
D125853,Q86VZ6
D125853,P01137
D125853,O43521
D125853,P49286
D125853,Q6FHJ7
D125853,P20823
D125853,Q8WWA0
D125853,P14921
D125853,P37231
D125853,P59780
D125853,P50416
D125853,Q99717
D125853,P22413
D125853,P00738
D125853,Q96T55
D125853,P52945
D125853,O75751
D125853,Q7L5Y9
D125853,P00441
D125853,Q9H0X4
D125853,Q92786
D125853,P78552
D125853,P01375
D125853,Q04206
D125853,Q86WB0
D125853,P11168
D125853,Q9UBK2
D125853,Q07869
D125853,Q9NQC1
D125853,Q9HC96
D125853,Q4W5P6
D125853,P11166
D125853,P09488
D125853,Q9C0B1
D125853,P60880
D125853,P41159
D125853,P17096
D125853,P47871
D125853,P04278
D125853,Q14654
D125853,P25445
D125853,Q03014
D125853,P78426
D125853,P09601
D125853,P15056
D125853,P01275
D125853,P47872
D125853,P13498
D125853,Q07817
D125853,P43004
D125853,Q16878
D125853,Q13562
D125853,P55259
D125853,P25101
D125853,P14672
D125853,Q8IY22
D125853,Q96LR5
D125853,P41134
D125853,P16520
D125853,P31751
D125853,P10997
D125853,Q5VV42
D125853,Q8TD94
D125853,P35520
D125853,P02790
D125853,Q15848
D125853,Q9HD89
D125853,P20333
D125853,P35680
D125853,Q14790
D125853,P16519
D125853,P05177
D125853,P10415
D125853,Q8NEA6
D125853,Q8N5K1
